"","CODE","SEC_NAME","IPO_DATE","EXCH_CITY","MKT","TRADE_CODE","COMPINDEX2","CONCEPT","SHSC","INDUSTRY_GICS","INDUSTRY_GICSCODE","INDEXCODE_WIND","INDUSTRY_SW","INDUSTRY_SWCODE","INDEXCODE_SW","INDUSTRY_CITIC","INDUSTRY_CITICCODE","TOTAL_SHARES","FLOAT_A_SHARES","HOLDER_TOP10PCT","HOLDER_CONTROLLER","HOLDER_TOTALBYINST","HOLDER_TOTALBYFUND","HOLDER_TOTALBYBYSEC","HOLDER_NUM","HOLDER_AVGNUM","HOLDER_AVGPCT","HOLDER_HAVGPCTCHANGE","HOLDER_QAVGPCTCHANGE","CLOSE","PCT_CHG_PER"
"1","000001.SZ","平安银行",33331,"深圳","主板","000001","否","国家队;证金概念;融资融券标的;社保重仓;大盘蓝筹","否","金融","40",NA,"银行","1000012612000000","801780.SI","银行","b10l000000000000",14308676139,11804054579,NA,"NaN",6183582074,733944303,NA,275838,35661.1929828378,0.0036253163125366,8.14499815108869,12.9543427664064,12.28,7.06190061028769
"2","000002.SZ","万科A",33267,"深圳","主板","000002","否","深圳前海新区;国家队;证金概念;举牌;融资融券标的;含H股的A股;券商重仓;基金重仓;基金增仓;大盘蓝筹;预减","否","金融","40",NA,"房地产","6118000000000000","801180.SI","房地产","b10n000000000000",11049610300,9719267833,NA,"NaN",4138203054,1451639173,NA,496922,19534.1931085696,0.00201244908384979,33.3692220073374,24.7205211437955,14.5,5.53129548762736
"3","000004.SZ","国农科技",33252,"深圳","主板","000004","否","质押式回购;举牌;超涨","否","医疗保健","35",NA,"医药生物","6115000000000000","801150.SI","医药","b10i000000000000",83976684,83875459,NA,"李林琳",30343060,5389566,NA,12670,6620.0046566693,0.0789266005158424,-10.7971586424625,-1.94159431728491,39.35,20.7425590671985
"4","000005.SZ","世纪星源",33217,"深圳","主板","000005","否","环保概念;深圳前海新区;质押式回购;超涨;并购阶段(需定增)","否","金融","40",NA,"房地产","6118000000000000","801180.SI","房地产","b10n000000000000",914333607,913743007,NA,"丁芃;郑列列",227577782,50,NA,111461,8197.87196418478,0.00897174794226885,-4.07765945039071,7.47974627896753,10.34,-11.0154905335628
"5","000006.SZ","深振业A",33721,"深圳","主板","000006","否","深圳前海新区;国家队;融资融券标的;大盘蓝筹;超涨;预增","否","金融","40",NA,"房地产","6118000000000000","801180.SI","房地产","b10n000000000000",1349995046,1341487400,NA,"深圳市人民政府国有资产监督管理委员会",495975299,17741623,6930500,52720,25396.3797989378,0.0189681332558393,-7.93816388467375,-19.8634294385432,11.88,7.4141048824593
"6","000007.SZ","零七股份",33707,"深圳","主板","000007","否","涉矿;质押式回购","否","可选消费","25",NA,"休闲服务","6121000000000000","801210.SI","有色金属","b103000000000000",230965363,205887138,NA,"练卫飞",57802010,3160499,6641621,15159,13581.841678211,0.0659674108028412,3.10706510983576,6.56375750379312,23.63,-18.9921151868358
"7","000008.SZ","神州高铁",33731,"深圳","主板","000008","否","高铁;高送转概念;超涨;预增;预减;高送转;并购阶段(需定增)","否","工业","20",NA,"机械设备","6107000000000000","801890.SI","机械","b10a000000000000",2409432927,640728126,NA,"文炳荣",19016294,4641617,NA,9490,15522.2587987355,0.105374075472355,17.1759747102213,32.8556375131718,12.85,13.215859030837
"8","000009.SZ","中国宝安",33414,"深圳","主板","000009","否","涉矿;石墨烯;军民融合;融资融券标的;超涨;预增","否","工业","20",NA,"综合","6123000000000000","801230.SI","综合","b10t000000000000",1592107386,1489669062,NA,"NaN",385625259,79171161,NA,119562,12459.3856074673,0.00836386159062386,-1.5514962948094,7.61780498820694,18.13,16.1434977578475
"9","000010.SZ","深华新",34999,"深圳","主板","000010","否","重组;装饰园林;超涨","否","工业","20",NA,"建筑装饰","6106020000000000","801720.SI","建筑","b107000000000000",705613140,407929925,NA,"郑方",56102539,NA,NA,20514,17459.171687628,0.0487471967935562,26.9620746807058,1.63790582041532,9.71,9.84162895927603
"10","000011.SZ","深物业A",33693,"深圳","主板","000011","否","重组;深圳前海新区;含B股的A股;超涨;预减","否","金融","40",NA,"房地产","6118000000000000","801180.SI","房地产","b10n000000000000",595979092,175862626,NA,"深圳市人民政府国有资产监督管理委员会",32296154,1248600,NA,38575,NA,NA,9.33246921581337,4.85288399222294,14.88,14.7262914417887
"11","000012.SZ","南玻A",33662,"深圳","主板","000012","否","国家队;举牌;融资融券标的;含B股的A股;大盘蓝筹;超涨;预减","否","材料","15",NA,"建筑材料","6106010000000000","801710.SI","建材","b108000000000000",2075335560,1302552127,NA,"NaN",252681125,60901533,NA,195297,NA,NA,11.5224504216655,8.42511661725476,10.8,9.20121334681496
"12","000014.SZ","沙河股份",33757,"深圳","主板","000014","否","深圳前海新区;举牌;超涨;预增;预减","否","金融","40",NA,"房地产","6118000000000000","801180.SI","房地产","b10n000000000000",201705187,201705187,NA,"深圳市人民政府国有资产监督管理委员会",64707922,116500,NA,19642,10269.0758069443,0.0509113110601902,32.6392424396701,-8.33418185520822,23.22,2.51655629139071
"13","000016.SZ","深康佳A",33690,"深圳","主板","000016","否","央企;智能电视;高送转概念;含B股的A股;超涨;高送转","否","可选消费","25",NA,"家用电器","6111000000000000","801110.SI","家电","b10g000000000000",2407945408,1199829920,NA,"国务院国有资产监督管理委员会",130804183,118120,NA,67755,NA,NA,22.1843406390672,14.3517083610066,8.16,12.396694214876
"14","000017.SZ","深中华A",33694,"深圳","主板","000017","否","含B股的A股;超涨;超跌;预减","否","可选消费","25",NA,"汽车","1000012588000000","801880.SI","机械","b10a000000000000",551347947,302978758,NA,"纪汉飞",100124880,2900,NA,35266,NA,NA,-9.9812850904554,-4.86871207395225,12.52,4.9455155071249
"15","000018.SZ","中冠A",33771,"深圳","主板","000018","否","借壳上市;装饰园林;国家队;含B股的A股;超涨;预增;预减","否","工业","20",NA,"房地产","6118000000000000","801180.SI","房地产","b10n000000000000",420991949,99720453,NA,"NaN",67435830,6457641,NA,10134,NA,NA,-1.83540556542332,-1.99328991513715,36.24,19.3675889328063
"16","000019.SZ","深深宝A",33889,"深圳","主板","000019","否","重组;含B股的A股;超涨;预减","否","日常消费","30",NA,"食品饮料","6112000000000000","801120.SI","食品饮料","b10j000000000000",301080184,252252368,NA,"深圳市人民政府国有资产监督管理委员会",125536082,469576,NA,18932,NA,NA,2.11810690893723,-6.06908937249102,17.64,42.9497568881686
"17","000020.SZ","深华发A",33722,"深圳","主板","000020","否","含B股的A股;超涨;预增","否","信息技术","45",NA,"电子","6108000000000000","801080.SI","电子元器件","b10p000000000000",283161227,64675497,NA,"李中秋",NA,NA,NA,24690,NA,NA,0.886998784933168,-33.8193600648036,25.05,10.2552816901409
"18","000021.SZ","深科技",34367,"深圳","主板","000021","否","央企;云计算;超涨","否","信息技术","45",NA,"计算机","1000012601000000","801750.SI","电子元器件","b10p000000000000",1471259363,1469814362,NA,"国务院国有资产监督管理委员会",838137507,43760460,NA,93794,15670.6650958483,0.010661662556231,-2.68993752265604,-6.01850864660853,13.05,31.2877263581489
"19","000022.SZ","深赤湾A",34094,"深圳","主板","000022","否","央企;粤港澳自贸区;一带一路;含B股的A股","否","工业","20",NA,"交通运输","6117000000000000","801170.SI","交通运输","b10o000000000000",644763730,464867324,NA,"国务院国有资产监督管理委员会",374588593,864511,NA,34990,17920.868311488,0.0385504998266697,3.93600616808019,-5.29683885890516,20.12,-14.3829787234042
"20","000023.SZ","深天地A",34088,"深圳","主板","000023","否","重组;深圳前海新区;超涨;预增","否","材料","15",NA,"建筑材料","6106010000000000","801710.SI","建材","b108000000000000",138756240,138756240,NA,"姜洪文",58337288,NA,NA,10310,13458.4131910766,0.0969932079315186,24.4713870029098,11.5615906886518,30.53,0
"21","000024.SZ","招商地产",34127,"深圳","主板","000024","否","央企;深圳前海新区;融资融券标的;含B股的A股;社保重仓;大盘蓝筹","否","金融","40",NA,"房地产","6118000000000000","801180.SI","房地产","b10n000000000000",2575950754,1026416382,NA,"国务院国有资产监督管理委员会",524794655,461699905,NA,56318,22397.8518558928,0.0218211971223354,31.2566827416152,35.1321273485063,35.6,9.60591133004929
"22","000025.SZ","特力A",34141,"深圳","主板","000025","否","含B股的A股;超涨;预增;预减","否","可选消费","25",NA,"汽车","1000012588000000","801880.SI","汽车","b10d000000000000",297281600,179294544,NA,"深圳市国有资产监督管理局",133496153,1663748,NA,14065,NA,NA,19.5734091717028,-1.48595805190188,66.21,-23.98392652124
"23","000026.SZ","飞亚达A",34123,"深圳","主板","000026","否","央企;含B股的A股;超涨","否","可选消费","25",NA,"轻工制造","6114000000000000","801140.SI","轻工制造","b109000000000000",392767870,311070137,NA,"国务院国有资产监督管理委员会",178430322,3639875,NA,26158,NA,NA,3.47885924000306,2.33962841195812,14.7,9.375
"24","000027.SZ","深圳能源",34215,"深圳","主板","000027","否","国家队;融资融券标的;大盘蓝筹;超涨;高送转","否","公用事业","55",NA,"公用事业","6116000000000000","801160.SI","电力及公用事业","b104000000000000",3964491597,1437524963,NA,"深圳市人民政府国有资产监督管理委员会",302754874,31652738,NA,118241,8105.05641021304,0.00845730304718018,11.3936790115104,4.44769580771476,11.41,15.1362260343088
"25","000028.SZ","国药一致",34190,"深圳","主板","000028","否","央企;国资改革;国家队;证金概念;融资融券标的;含B股的A股","否","日常消费","30",NA,"医药生物","6115000000000000","801150.SI","医药","b10i000000000000",362631943,233261812,NA,"国务院国有资产监督管理委员会",178722398,49005953,NA,13867,NA,NA,-13.3193913607846,-20.891324727771,66.15,0
"26","000029.SZ","深深房A",34227,"深圳","主板","000029","否","深圳前海新区;含B股的A股;超涨;预增","否","金融","40",NA,"房地产","6118000000000000","801180.SI","房地产","b10n000000000000",1011660000,891660000,NA,"深圳市国有资产监督管理委员会",672713443,2203320,NA,66337,NA,NA,14.3690549768606,7.79504650496705,14.22,3.6558072462004
"27","000030.SZ","富奥股份",34241,"深圳","主板","000030","否","国家队;含B股的A股;超涨","否","可选消费","25",NA,"汽车","1000012588000000","801880.SI","综合","b10t000000000000",1293251508,560831743,NA,"吉林省国有资产监督管理委员会",273766683,2438476,NA,27832,NA,NA,-16.3444955446967,-3.323512503593,10.22,16.0045402951192
"28","000031.SZ","中粮地产",34250,"深圳","主板","000031","否","央企;深圳前海新区;国资改革;融资融券标的;大盘蓝筹;超涨;预增","否","金融","40",NA,"房地产","6118000000000000","801180.SI","房地产","b10n000000000000",1813731596,1813720079,NA,"国务院国有资产监督管理委员会",1055371305,99090530,NA,131105,13834.1030395485,0.00762747414410114,6.76556958163304,7.97604973113153,16,5.3324555628703
"29","000032.SZ","深桑达A",34270,"深圳","主板","000032","否","重组;绿色节能照明;央企;超涨;预增;并购阶段(需定增)","否","信息技术","45",NA,"通信","1000012611000000","801770.SI","电子元器件","b10p000000000000",232864320,232863239,NA,"国务院国有资产监督管理委员会",111887087,456,NA,16223,14352.5320840782,0.0616408810019493,14.6212167909758,14.2082228934229,25.1,33.5816923895689
"30","000033.SZ","*ST新都",34337,"深圳","主板","000033","否","借壳上市;重组;深圳前海新区;ST概念;*ST","否","可选消费","25",NA,"休闲服务","6121000000000000","NaN","餐饮旅游","b10f000000000000",329402050,329402050,NA,"郭耀名",104726729,NA,NA,24391,13505.0653929728,0.0409987308084965,6.02271329588784,0.0778975851748687,10.38,0
"31","000034.SZ","深信泰丰",34463,"深圳","主板","000034","否","借壳上市;重组;超涨;预增;预减;并购阶段(需定增)","否","工业","20",NA,"农林牧渔","6101000000000000","801010.SI","农林牧渔","b10k000000000000",357973531,340064308,NA,"王晓岩",133309464,19831,4015000,29059,11702.5468185416,0.0344127453863621,-1.96496782408204,1.34897966206682,19.76,11.9546742209632
"32","000035.SZ","中国天楹",34432,"深圳","主板","000035","否","垃圾发电;质押式回购;超涨;预增","否","工业","20",NA,"公用事业","6116000000000000","801160.SI","电力及公用事业","b104000000000000",619278871,403550801,NA,"严圣军;茅洪菊",42382529,7098729,NA,16591,11388.920800434,0.0602736435830593,-7.99228497378096,-2.75450545476463,16.1,11.5731115731116
"33","000036.SZ","华联控股",34502,"深圳","主板","000036","否","深圳前海新区;超涨;预减","否","金融","40",NA,"房地产","6118000000000000","801180.SI","房地产","b10n000000000000",1140487712,1123880212,NA,"NaN",352529001,479700,NA,103207,10889.5734979217,0.0096892649307847,5.03938686329415,-5.72732469696823,8.38,17.0391061452514
"34","000037.SZ","深南电A",34516,"深圳","主板","000037","否","含B股的A股;超涨","否","公用事业","55",NA,"公用事业","6116000000000000","801160.SI","电力及公用事业","b104000000000000",602762596,338895157,NA,"NaN",197690119,1776177,NA,41004,NA,NA,-9.00156082333431,-7.18222612428054,11.33,28.75
"35","000038.SZ","深大通",34554,"深圳","主板","000038","否","借壳上市;重组;文化传媒概念(Wind);超涨;并购阶段(需定增)","否","可选消费","25",NA,"房地产","6118000000000000","801180.SI","房地产","b10n000000000000",96227998,37731440,NA,"姜剑",2077599,NA,348000,5913,4740.74040250296,0.169118896126747,-25.8751902587519,-26.4840182648402,54.09,19.2986325540362
"36","000039.SZ","中集集团",34432,"深圳","主板","000039","否","央企;深圳前海新区;高端装备制造;LNG;大央企重组;国家队;融资融券标的;含H股的A股;大盘蓝筹;预增","否","工业","20",NA,"机械设备","6107000000000000","801890.SI","机械","b10a000000000000",2690257586,1258986051,NA,"NaN",572017169,96318707,5772503,112442,11042.0644461244,0.00889402721077204,13.3374838795749,4.10726197358477,20.32,4.63439752832131
"37","000040.SZ","宝安地产",34554,"深圳","主板","000040","否","重组;太阳能发电;深圳前海新区;质押式回购;超涨;预增","否","金融","40",NA,"房地产","6118000000000000","801180.SI","房地产","b10n000000000000",469593364,464588364,NA,"李兆廷",193136610,183167,NA,52932,8774.24707171465,0.0188921634107828,15.1741857477518,6.40066500415628,16.49,70.5274043433299
"38","000042.SZ","中洲控股",34598,"深圳","主板","000042","否","深圳前海新区;质押式回购;国家队;超涨;预增","否","金融","40",NA,"房地产","6118000000000000","801180.SI","房地产","b10n000000000000",488234980,478782783,NA,"黄光苗",328985557,21275080,NA,21881,21881.571043371,0.0457017496228218,-47.7491887939308,15.483753027741,20.43,18.848167539267
"39","000043.SZ","中航地产",34605,"深圳","主板","000043","否","央企;深圳前海新区;融资融券标的;超涨","否","金融","40",NA,"房地产","6118000000000000","801180.SI","房地产","b10n000000000000",666961416,666961416,NA,"国务院国有资产监督管理委员会",389405637,35965027,NA,25192,26475.1276595745,0.0396951399743557,-3.73531279771356,-22.0943156557637,12.63,32.5288562434418
"40","000045.SZ","深纺织A",34561,"深圳","主板","000045","否","借壳上市;含B股的A股;超涨","否","信息技术","45",NA,"电子","6108000000000000","801080.SI","电子元器件","b10p000000000000",506521849,405563873,NA,"深圳市人民政府国有资产监督管理委员会",217417478,4470149,NA,21007,NA,NA,18.179654400914,-1.27576522111676,13.71,10.8326596604689
"41","000046.SZ","泛海控股",34589,"深圳","主板","000046","否","参股金融;国家队;金控平台;融资融券标的;大盘蓝筹;预增","否","金融","40",NA,"房地产","6118000000000000","801180.SI","房地产","b10n000000000000",4557311768,4549333928,NA,"卢志强",3809171134,83304048,NA,42795,106339.251501344,0.0233672149479389,-9.18565252950111,-17.0510573665148,12.17,2.09731543624161
"42","000048.SZ","康达尔",34639,"深圳","主板","000048","否","超涨;预增","否","日常消费","30",NA,"农林牧渔","6101000000000000","801010.SI","农林牧渔","b10k000000000000",390768671,386068340,NA,"罗爱华",114625468,1208400,2842111,15422,24630.9615484373,0.0648424327373505,-11.5419530540786,15.2963299182985,24.26,0
"43","000049.SZ","德赛电池",34778,"深圳","主板","000049","否","锂电池;苹果;国家队;融资融券标的;超涨","否","工业","20",NA,"电子","6108000000000000","801080.SI","电子元器件","b10p000000000000",205243738,205243738,NA,"惠州市国有资产监督管理委员会",98680072,1349582,NA,38295,5359.5440135788,0.0261130686849356,-37.3469121295208,-0.52748400574486,52.75,19.8863636363636
"44","000050.SZ","深天马A",34773,"深圳","主板","000050","否","央企;触摸屏;虚拟现实;融资融券标的;超涨","否","信息技术","45",NA,"电子","6108000000000000","801080.SI","电子元器件","b10p000000000000",1131738475,943086454,NA,"国务院国有资产监督管理委员会",340242086,21551488,NA,53555,10722.0731024181,0.0186723936349154,-20.2464755858463,18.390439734852,24.1,42.687981053878
"45","000055.SZ","方大集团",35170,"深圳","主板","000055","否","太阳能发电;建筑节能;质押式回购;含B股的A股;超涨","否","工业","20",NA,"建筑装饰","6106020000000000","801720.SI","建材","b108000000000000",756909905,420179425,NA,"熊建明",116225189,19590092,NA,46209,NA,NA,0.177454608409633,1.1491267934818,12.46,41.1098527746319
"46","000056.SZ","皇庭国际",35254,"深圳","主板","000056","否","外资并购(国际板);质押式回购;含B股的A股;超涨","否","金融","40",NA,"房地产","6118000000000000","801180.SI","房地产","b10n000000000000",573892434,143055590,NA,"郑康豪",19564409,4079765,NA,22170,NA,NA,-14.1136671177267,-5.13306269733874,28.36,10.4361370716511
"47","000058.SZ","深赛格",35425,"深圳","主板","000058","否","含B股的A股;超涨;超跌","否","金融","40",NA,"商业贸易","6120000000000000","801200.SI","房地产","b10n000000000000",784799010,538311003,NA,"深圳市人民政府国有资产监督管理委员会",241800716,2003703,NA,55987,NA,NA,14.7051994212942,15.1052922999982,11.85,9.72222222222221
"48","000059.SZ","*ST华锦",35460,"深圳","主板","000059","否","央企;ST概念;*ST","否","能源","10",NA,"化工","6103000000000000","801030.SI","石油石化","b101000000000000",1599442537,1200501759,NA,"中国兵器工业集团公司",691108112,42017273,NA,39039,30751.3450395758,0.0256154108792543,45.5006531929609,48.9817874433259,8.23,10.9164420485175
"49","000060.SZ","中金岭南",35453,"深圳","主板","000060","否","国家队;融资融券标的;超涨;超跌;预减","否","材料","15",NA,"有色金属","6105000000000000","801050.SI","有色金属","b103000000000000",2212627938,2061422572,NA,"广东省国有资产监督管理委员会",1009813730,176778403,NA,181630,11345.8236800088,0.00550569826737046,5.91752463800033,6.41579034300499,12.86,9.16808149405772
"50","000061.SZ","农产品",35440,"深圳","主板","000061","否","智能物流;智慧农业;融资融券标的;超涨","否","日常消费","30",NA,"商业贸易","6120000000000000","801200.SI","商贸零售","b10e000000000000",1696964131,1607680884,NA,"深圳市人民政府国有资产监督管理委员会",1113647508,56755077,14490594,48942,32811.8460626864,0.0204323492944241,-24.2511544276899,-35.4092599403375,15.6,2.02746893394377
"51","000062.SZ","深圳华强",35460,"深圳","主板","000062","否","电子商务;国家队;融资融券标的;超涨;超跌;预减","否","金融","40",NA,"商业贸易","6120000000000000","801200.SI","房地产","b10n000000000000",721316774,666949572,NA,"华强集团75名骨干员工",503577585,1687185,NA,27463,24285.3947857117,0.0364126265048981,13.5382150529804,4.83195572224446,41.06,2.08851317752363
"52","000063.SZ","中兴通讯",35752,"深圳","主板","000063","否","云计算;IPV6;移动互联网;宽带提速;4G;第三方支付;去IOE;融资融券标的;含H股的A股;大盘蓝筹","否","信息技术","45",NA,"通信","1000012611000000","801770.SI","通信","b10q000000000000",4125049533,3362302560,NA,"NaN",1345993122,147701692,NA,167184,16791.6631998561,0.00599448522552848,5.12708308356311,0.450785277544652,19.02,7.88428814520703
"53","000065.SZ","北方国际",35951,"深圳","主板","000065","否","央企;一带一路;超涨","否","工业","20",NA,"建筑装饰","6106020000000000","801720.SI","建筑","b107000000000000",274371762,253401907,NA,"中国兵器工业集团公司;中国兵器装备集团公司",168852938,12268927,6e+05,21453,11811.9566960332,0.0466135255992413,-49.7832470983079,-11.639397753228,30.53,0
"54","000066.SZ","长城电脑",35607,"深圳","主板","000066","否","央企;云计算;去IOE;预增","否","信息技术","45",NA,"计算机","1000012601000000","801750.SI","计算机","b10r000000000000",1323593886,1323570126,NA,"国务院国有资产监督管理委员会",758472862,9706428,NA,78435,16874.7386498374,0.0127494102343917,13.3218588640275,12.8807292662714,21.54,0
"55","000068.SZ","*ST华赛",35592,"深圳","主板","000068","否","ST概念;*ST;超涨","否","信息技术","45",NA,"综合","6123000000000000","801230.SI","电子元器件","b10p000000000000",1006671464,896671464,NA,"黄俞",441465645,5320441,5630000,26833,33416.7429657511,0.0372675433754921,9.63738679983601,8.22494689375026,11.7,0
"56","000069.SZ","华侨城A",35683,"深圳","主板","000069","否","央企;深圳前海新区;国家队;证金概念;融资融券标的;社保重仓;大盘蓝筹;并购阶段(需定增)","否","可选消费","25",NA,"房地产","6118000000000000","801180.SI","房地产","b10n000000000000",7353992722,3112464075,NA,"国务院国有资产监督管理委员会",1282754954,934662063,42372301,92621,33604.3022100819,0.0107966875657439,23.3629522462508,15.3474913896416,8.57,-0.116550116550118
"57","000070.SZ","特发信息",36657,"深圳","主板","000070","否","宽带提速;超涨;预增","否","信息技术","45",NA,"通信","1000012611000000","801770.SI","通信","b10q000000000000",2.71e+08,258576251,NA,"深圳市国有资产监督管理委员会",138654377,5685643,NA,23260,11116.97927773,0.0429922603070736,13.2158211521926,0.872742906276858,28.54,15.4997976527722
"58","000078.SZ","海王生物",36147,"深圳","主板","000078","否","抗癌;融资融券标的;超涨;预增;预减","否","日常消费","30",NA,"医药生物","6115000000000000","801150.SI","医药","b10i000000000000",752513855,730767953,NA,"张思民",194400607,9569289,NA,149327,4893.74294668747,0.00669671269133687,4.96427303836549,-2.28290931981491,19.57,11.3830392714855
"59","000088.SZ","盐田港",35639,"深圳","主板","000088","否","粤港澳自贸区;一带一路;国家队;证金概念;融资融券标的;超涨","否","工业","20",NA,"交通运输","6117000000000000","801170.SI","交通运输","b10o000000000000",1942200000,1942145797,NA,"深圳市人民政府国有资产监督管理委员会",1346027193,37487193,NA,101749,19087.4386677019,0.00982810650020838,-16.4247314469921,-23.0125111794711,8.62,4.86618004866179
"60","000089.SZ","深圳机场",35905,"深圳","主板","000089","否","深圳前海新区;融资融券标的;超涨;预增;预减","否","工业","20",NA,"交通运输","6117000000000000","801170.SI","交通运输","b10o000000000000",2050769509,2050674581,NA,"深圳市国有资产监督管理委员会",1099994855,11137137,15003500,95088,17790.8528100286,0.0105165736749768,2.19060238936566,-3.0708396432778,8.42,7.26114649681529
"61","000090.SZ","天健集团",36362,"深圳","主板","000090","否","深圳前海新区;超涨;预增","否","工业","20",NA,"房地产","6118000000000000","801180.SI","建筑","b107000000000000",552530794,552530794,NA,"深圳市人民政府国有资产监督管理委员会",308704457,61540345,NA,26056,21205.5109763586,0.0383788757026196,24.0443659809641,15.1865213386552,20,1.5228426395939
"62","000096.SZ","广聚能源",36731,"深圳","主板","000096","否","深圳前海新区;油气改革;超涨;预增","否","能源","10",NA,"化工","6103000000000000","801030.SI","石油石化","b101000000000000",5.28e+08,510848000,NA,"深圳市南山区国有资产监督管理委员会",327536984,2172882,NA,41969,12172.0317377112,0.0238271113485098,33.1983130405776,14.3486859348567,18.56,13.0328867235079
"63","000099.SZ","中信海直",36738,"深圳","主板","000099","否","通用航空;三沙;国家队;融资融券标的;超涨","否","工业","20",NA,"交通运输","6117000000000000","801170.SI","交通运输","b10o000000000000",606070420,606070420,NA,"财政部",259979546,2724265,NA,62459,9703.49221089034,0.0160105023533106,8.02766614899375,5.83582830336702,17.5,14.0065146579804
"64","000100.SZ","TCL集团",38016,"深圳","主板","000100","否","云计算;太赫兹;智能电视;智能家居;证金概念;融资融券标的;大盘蓝筹","否","可选消费","25",NA,"家用电器","6111000000000000","801110.SI","家电","b10g000000000000",12224549262,8995415884,NA,"NaN",1598427808,728062179,NA,368079,22101.1942055917,0.00271680811420083,20.4279516082145,14.7511811323113,4.09,-1.91846522781776
"65","000150.SZ","宜华健康",36745,"深圳","主板","000150","否","民营医院;质押式回购;健康中国;预减","否","医疗保健","35",NA,"房地产","6118000000000000","801180.SI","房地产","b10n000000000000",447804877,3.24e+08,NA,"刘绍喜",217270782,50970387,3154503,12113,26748.1218525551,0.0825559347867966,76.9008503260959,31.0575414843557,37.97,-15.6222222222222
"66","000151.SZ","中成股份",36775,"深圳","主板","000151","否","央企;国资改革;融资融券标的;超涨","否","工业","20",NA,"商业贸易","6120000000000000","801200.SI","商贸零售","b10e000000000000",295980000,266543967,NA,"国务院国有资产监督管理委员会",126109879,10671338,1409958,24779,10756.8492271682,0.0403567552566528,31.817264619234,36.1192945639453,27.82,-11.4012738853503
"67","000153.SZ","丰原药业",36789,"深圳","主板","000153","否","抗癌;预增","否","医疗保健","35",NA,"医药生物","6115000000000000","801150.SI","医药","b10i000000000000",312141230,296645200,NA,"李荣杰",139343463,52692868,NA,21980,13496.1419472247,0.04549590498209,66.6606005459509,21.5923566878981,10.44,0
"68","000155.SZ","*ST川化",36795,"深圳","主板","000155","否","ST概念;*ST;超涨;超跌","否","材料","15",NA,"化工","6103000000000000","801030.SI","基础化工","b106000000000000",4.7e+08,4.7e+08,NA,"四川省国有资产监督管理委员会",276460000,NA,NA,28381,16560.3748986998,0.0352348387241364,14.1467883443148,11.8248123744759,8.55,19.2468619246862
"69","000156.SZ","华数传媒",36775,"深圳","主板","000156","否","三网融合;文化传媒概念(Wind);智能电视;国家队;融资融券标的;超涨;预增","否","可选消费","25",NA,"传媒","6122010000000000","801760.SI","传媒","b10s000000000000",1433351902,546868435,NA,"浙江省财政厅;杭州市财政局",47612444,1570475,1871753,19216,6157.76805786844,0.0520399659872055,17.1992089925062,1.3842631140716,34.53,12.8062724599804
"70","000157.SZ","中联重科",36811,"深圳","主板","000157","否","高端装备制造;国家队;证金概念;融资融券标的;含H股的A股;预减","否","工业","20",NA,"机械设备","6107000000000000","801890.SI","机械","b10a000000000000",7664132250,6261893117,NA,"NaN",2809436655,432321565,NA,436293,14350.4365025338,0.0022920377086848,-3.19143327992885,-4.69684363489673,5.52,3.56472795497182
"71","000158.SZ","常山股份",36731,"深圳","主板","000158","否","京津冀一体化;超涨;超跌","否","可选消费","25",NA,"纺织服装","6113000000000000","801130.SI","纺织服装","b10h000000000000",1271442278,718728175,NA,"石家庄市国有资产监督管理委员会",383559732,32383343,2369000,29820,24106.6733735748,0.0335345417261124,19.3192488262911,18.6519114688129,20.03,23.5657001850709
"72","000159.SZ","国际实业",36795,"深圳","主板","000159","否","新疆区域振兴;油气改革;丝绸之路;质押式回购;超涨;预增","否","能源","10",NA,"采掘","6102000000000000","801020.SI","石油石化","b101000000000000",481139294,481139294,NA,"张彦夫",155124599,2055599,NA,71414,6737.32453020416,0.01400285679847,8.67616993866749,1.74475593020975,8.98,7.27085753054764
"73","000166.SZ","申万宏源",42030,"深圳","主板","000166","否","国家队;证金概念;基金减持;大盘蓝筹;超涨","否","金融","40",NA,"非银金融","1000012613000000","801790.SI","非银行金融","b10m000000000000",14856744977,3254680459,NA,"中央汇金投资有限责任公司",NA,NA,NA,193,NA,NA,NA,NA,11.66,22.3504721930745
"74","000301.SZ","东方市场",36675,"深圳","主板","000301","否","超涨","否","公用事业","55",NA,"公用事业","6116000000000000","801160.SI","电力及公用事业","b104000000000000",1218236445,1218236445,NA,"江苏省吴江市国有(集体)资产监督管理委员会",458501765,2803665,NA,120856,10080.0659048785,0.0082743102684617,2.9026279208314,4.76103792943667,6.38,19.6998123827392
"75","000333.SZ","美的集团",41535,"深圳","主板","000333","否","智能家居;员工持股;国家队;证金概念;融资融券标的;QFII重仓;大盘蓝筹","否","可选消费","25",NA,"家用电器","6111000000000000","801110.SI","家电","b10g000000000000",4265714504,2239370754,NA,"何享健",1030830373,308157018,NA,99367,22570.2289794399,0.0100637031719089,-9.15193172783722,15.6389948373202,28.5,3.33575054387238
"76","000338.SZ","潍柴动力",39202,"深圳","主板","000338","否","高端装备制造;高送转概念;融资融券标的;含H股的A股;大盘蓝筹;预减;高送转","否","工业","20",NA,"汽车","1000012588000000","801880.SI","汽车","b10d000000000000",3998619278,2092169774,NA,"山东省国有资产监督管理委员会",319910435,66469423,NA,144309,7248.92340048091,0.00692957453429699,3.77315344157327,2.00749779986003,10.21,11.9517543859649
