"","ErrorCode","Data.DATETIME","Data.CLOSE","Data.AMT","Code"
"39",0,2001-03-09,NA,NA,"000016.SH"
"40",0,2001-03-12,NA,NA,"000016.SH"
"41",0,2001-03-13,NA,NA,"000016.SH"
"42",0,2001-03-14,NA,NA,"000016.SH"
"43",0,2001-03-15,NA,NA,"000016.SH"
"44",0,2001-03-16,NA,NA,"000016.SH"
"45",0,2001-03-19,NA,NA,"000016.SH"
"46",0,2001-03-20,NA,NA,"000016.SH"
"47",0,2001-03-21,NA,NA,"000016.SH"
"48",0,2001-03-22,NA,NA,"000016.SH"
"49",0,2001-03-23,NA,NA,"000016.SH"
"50",0,2001-03-26,NA,NA,"000016.SH"
"51",0,2001-03-27,NA,NA,"000016.SH"
"52",0,2001-03-28,NA,NA,"000016.SH"
"53",0,2001-03-29,NA,NA,"000016.SH"
"54",0,2001-03-30,NA,NA,"000016.SH"
"55",0,2001-04-02,NA,NA,"000016.SH"
"56",0,2001-04-03,NA,NA,"000016.SH"
"57",0,2001-04-04,NA,NA,"000016.SH"
"58",0,2001-04-05,NA,NA,"000016.SH"
"59",0,2001-04-06,NA,NA,"000016.SH"
"60",0,2001-04-09,NA,NA,"000016.SH"
"61",0,2001-04-10,NA,NA,"000016.SH"
"62",0,2001-04-11,NA,NA,"000016.SH"
"63",0,2001-04-12,NA,NA,"000016.SH"
"64",0,2001-04-13,NA,NA,"000016.SH"
"65",0,2001-04-16,NA,NA,"000016.SH"
"66",0,2001-04-17,NA,NA,"000016.SH"
"67",0,2001-04-18,NA,NA,"000016.SH"
"68",0,2001-04-19,NA,NA,"000016.SH"
"69",0,2001-04-20,NA,NA,"000016.SH"
"70",0,2001-04-23,NA,NA,"000016.SH"
"71",0,2001-04-24,NA,NA,"000016.SH"
"72",0,2001-04-25,NA,NA,"000016.SH"
"73",0,2001-04-26,NA,NA,"000016.SH"
"74",0,2001-04-27,NA,NA,"000016.SH"
"75",0,2001-04-30,NA,NA,"000016.SH"
"76",0,2001-05-08,NA,NA,"000016.SH"
"77",0,2001-05-09,NA,NA,"000016.SH"
"78",0,2001-05-10,NA,NA,"000016.SH"
"79",0,2001-05-11,NA,NA,"000016.SH"
"80",0,2001-05-14,NA,NA,"000016.SH"
"81",0,2001-05-15,NA,NA,"000016.SH"
"82",0,2001-05-16,NA,NA,"000016.SH"
"83",0,2001-05-17,NA,NA,"000016.SH"
"84",0,2001-05-18,NA,NA,"000016.SH"
"85",0,2001-05-21,NA,NA,"000016.SH"
"86",0,2001-05-22,NA,NA,"000016.SH"
"87",0,2001-05-23,NA,NA,"000016.SH"
"88",0,2001-05-24,NA,NA,"000016.SH"
"89",0,2001-05-25,NA,NA,"000016.SH"
"90",0,2001-05-28,NA,NA,"000016.SH"
"91",0,2001-05-29,NA,NA,"000016.SH"
"92",0,2001-05-30,NA,NA,"000016.SH"
"93",0,2001-05-31,NA,NA,"000016.SH"
"94",0,2001-06-01,NA,NA,"000016.SH"
"95",0,2001-06-04,NA,NA,"000016.SH"
"96",0,2001-06-05,NA,NA,"000016.SH"
"97",0,2001-06-06,NA,NA,"000016.SH"
"98",0,2001-06-07,NA,NA,"000016.SH"
"99",0,2001-06-08,NA,NA,"000016.SH"
"100",0,2001-06-11,NA,NA,"000016.SH"
"101",0,2001-06-12,NA,NA,"000016.SH"
"102",0,2001-06-13,NA,NA,"000016.SH"
"103",0,2001-06-14,NA,NA,"000016.SH"
"104",0,2001-06-15,NA,NA,"000016.SH"
"105",0,2001-06-18,NA,NA,"000016.SH"
"106",0,2001-06-19,NA,NA,"000016.SH"
"107",0,2001-06-20,NA,NA,"000016.SH"
"108",0,2001-06-21,NA,NA,"000016.SH"
"109",0,2001-06-22,NA,NA,"000016.SH"
"110",0,2001-06-25,NA,NA,"000016.SH"
"111",0,2001-06-26,NA,NA,"000016.SH"
"112",0,2001-06-27,NA,NA,"000016.SH"
"113",0,2001-06-28,NA,NA,"000016.SH"
"114",0,2001-06-29,NA,NA,"000016.SH"
"115",0,2001-07-02,NA,NA,"000016.SH"
"116",0,2001-07-03,NA,NA,"000016.SH"
"117",0,2001-07-04,NA,NA,"000016.SH"
"118",0,2001-07-05,NA,NA,"000016.SH"
"119",0,2001-07-06,NA,NA,"000016.SH"
"120",0,2001-07-09,NA,NA,"000016.SH"
"121",0,2001-07-10,NA,NA,"000016.SH"
"122",0,2001-07-11,NA,NA,"000016.SH"
"123",0,2001-07-12,NA,NA,"000016.SH"
"124",0,2001-07-13,NA,NA,"000016.SH"
"125",0,2001-07-16,NA,NA,"000016.SH"
"126",0,2001-07-17,NA,NA,"000016.SH"
"127",0,2001-07-18,NA,NA,"000016.SH"
"128",0,2001-07-19,NA,NA,"000016.SH"
"129",0,2001-07-20,NA,NA,"000016.SH"
"130",0,2001-07-23,NA,NA,"000016.SH"
"131",0,2001-07-24,NA,NA,"000016.SH"
"132",0,2001-07-25,NA,NA,"000016.SH"
"133",0,2001-07-26,NA,NA,"000016.SH"
"134",0,2001-07-27,NA,NA,"000016.SH"
"135",0,2001-07-30,NA,NA,"000016.SH"
"136",0,2001-07-31,NA,NA,"000016.SH"
"137",0,2001-08-01,NA,NA,"000016.SH"
"138",0,2001-08-02,NA,NA,"000016.SH"
"139",0,2001-08-03,NA,NA,"000016.SH"
"140",0,2001-08-06,NA,NA,"000016.SH"
"141",0,2001-08-07,NA,NA,"000016.SH"
"142",0,2001-08-08,NA,NA,"000016.SH"
"143",0,2001-08-09,NA,NA,"000016.SH"
"144",0,2001-08-10,NA,NA,"000016.SH"
"145",0,2001-08-13,NA,NA,"000016.SH"
"146",0,2001-08-14,NA,NA,"000016.SH"
"147",0,2001-08-15,NA,NA,"000016.SH"
"148",0,2001-08-16,NA,NA,"000016.SH"
"149",0,2001-08-17,NA,NA,"000016.SH"
"150",0,2001-08-20,NA,NA,"000016.SH"
"151",0,2001-08-21,NA,NA,"000016.SH"
"152",0,2001-08-22,NA,NA,"000016.SH"
"153",0,2001-08-23,NA,NA,"000016.SH"
"154",0,2001-08-24,NA,NA,"000016.SH"
"155",0,2001-08-27,NA,NA,"000016.SH"
"156",0,2001-08-28,NA,NA,"000016.SH"
"157",0,2001-08-29,NA,NA,"000016.SH"
"158",0,2001-08-30,NA,NA,"000016.SH"
"159",0,2001-08-31,NA,NA,"000016.SH"
"160",0,2001-09-03,NA,NA,"000016.SH"
"161",0,2001-09-04,NA,NA,"000016.SH"
"162",0,2001-09-05,NA,NA,"000016.SH"
"163",0,2001-09-06,NA,NA,"000016.SH"
"164",0,2001-09-07,NA,NA,"000016.SH"
"165",0,2001-09-10,NA,NA,"000016.SH"
"166",0,2001-09-11,NA,NA,"000016.SH"
"167",0,2001-09-12,NA,NA,"000016.SH"
"168",0,2001-09-13,NA,NA,"000016.SH"
"169",0,2001-09-14,NA,NA,"000016.SH"
"170",0,2001-09-17,NA,NA,"000016.SH"
"171",0,2001-09-18,NA,NA,"000016.SH"
"172",0,2001-09-19,NA,NA,"000016.SH"
"173",0,2001-09-20,NA,NA,"000016.SH"
"174",0,2001-09-21,NA,NA,"000016.SH"
"175",0,2001-09-24,NA,NA,"000016.SH"
"176",0,2001-09-25,NA,NA,"000016.SH"
"177",0,2001-09-26,NA,NA,"000016.SH"
"178",0,2001-09-27,NA,NA,"000016.SH"
"179",0,2001-09-28,NA,NA,"000016.SH"
"180",0,2001-10-08,NA,NA,"000016.SH"
"181",0,2001-10-09,NA,NA,"000016.SH"
"182",0,2001-10-10,NA,NA,"000016.SH"
"183",0,2001-10-11,NA,NA,"000016.SH"
"184",0,2001-10-12,NA,NA,"000016.SH"
"185",0,2001-10-15,NA,NA,"000016.SH"
"186",0,2001-10-16,NA,NA,"000016.SH"
"187",0,2001-10-17,NA,NA,"000016.SH"
"188",0,2001-10-18,NA,NA,"000016.SH"
"189",0,2001-10-19,NA,NA,"000016.SH"
"190",0,2001-10-22,NA,NA,"000016.SH"
"191",0,2001-10-23,NA,NA,"000016.SH"
"192",0,2001-10-24,NA,NA,"000016.SH"
"193",0,2001-10-25,NA,NA,"000016.SH"
"194",0,2001-10-26,NA,NA,"000016.SH"
"195",0,2001-10-29,NA,NA,"000016.SH"
"196",0,2001-10-30,NA,NA,"000016.SH"
"197",0,2001-10-31,NA,NA,"000016.SH"
"198",0,2001-11-01,NA,NA,"000016.SH"
"199",0,2001-11-02,NA,NA,"000016.SH"
"200",0,2001-11-05,NA,NA,"000016.SH"
"201",0,2001-11-06,NA,NA,"000016.SH"
"202",0,2001-11-07,NA,NA,"000016.SH"
"203",0,2001-11-08,NA,NA,"000016.SH"
"204",0,2001-11-09,NA,NA,"000016.SH"
"205",0,2001-11-12,NA,NA,"000016.SH"
"206",0,2001-11-13,NA,NA,"000016.SH"
"207",0,2001-11-14,NA,NA,"000016.SH"
"208",0,2001-11-15,NA,NA,"000016.SH"
"209",0,2001-11-16,NA,NA,"000016.SH"
"210",0,2001-11-19,NA,NA,"000016.SH"
"211",0,2001-11-20,NA,NA,"000016.SH"
"212",0,2001-11-21,NA,NA,"000016.SH"
"213",0,2001-11-22,NA,NA,"000016.SH"
"214",0,2001-11-23,NA,NA,"000016.SH"
"215",0,2001-11-26,NA,NA,"000016.SH"
"216",0,2001-11-27,NA,NA,"000016.SH"
"217",0,2001-11-28,NA,NA,"000016.SH"
"218",0,2001-11-29,NA,NA,"000016.SH"
"219",0,2001-11-30,NA,NA,"000016.SH"
"220",0,2001-12-03,NA,NA,"000016.SH"
"221",0,2001-12-04,NA,NA,"000016.SH"
"222",0,2001-12-05,NA,NA,"000016.SH"
"223",0,2001-12-06,NA,NA,"000016.SH"
"224",0,2001-12-07,NA,NA,"000016.SH"
"225",0,2001-12-10,NA,NA,"000016.SH"
"226",0,2001-12-11,NA,NA,"000016.SH"
"227",0,2001-12-12,NA,NA,"000016.SH"
"228",0,2001-12-13,NA,NA,"000016.SH"
"229",0,2001-12-14,NA,NA,"000016.SH"
"230",0,2001-12-17,NA,NA,"000016.SH"
"231",0,2001-12-18,NA,NA,"000016.SH"
"232",0,2001-12-19,NA,NA,"000016.SH"
"233",0,2001-12-20,NA,NA,"000016.SH"
"234",0,2001-12-21,NA,NA,"000016.SH"
"235",0,2001-12-24,NA,NA,"000016.SH"
"236",0,2001-12-25,NA,NA,"000016.SH"
"237",0,2001-12-26,NA,NA,"000016.SH"
"238",0,2001-12-27,NA,NA,"000016.SH"
"239",0,2001-12-28,NA,NA,"000016.SH"
"240",0,2001-12-31,NA,NA,"000016.SH"
"241",0,2002-01-04,NA,NA,"000016.SH"
"242",0,2002-01-07,NA,NA,"000016.SH"
"243",0,2002-01-08,NA,NA,"000016.SH"
"244",0,2002-01-09,NA,NA,"000016.SH"
"245",0,2002-01-10,NA,NA,"000016.SH"
"246",0,2002-01-11,NA,NA,"000016.SH"
"247",0,2002-01-14,NA,NA,"000016.SH"
"248",0,2002-01-15,NA,NA,"000016.SH"
"249",0,2002-01-16,NA,NA,"000016.SH"
"250",0,2002-01-17,NA,NA,"000016.SH"
"251",0,2002-01-18,NA,NA,"000016.SH"
"252",0,2002-01-21,NA,NA,"000016.SH"
"253",0,2002-01-22,NA,NA,"000016.SH"
"254",0,2002-01-23,NA,NA,"000016.SH"
"255",0,2002-01-24,NA,NA,"000016.SH"
"256",0,2002-01-25,NA,NA,"000016.SH"
"257",0,2002-01-28,NA,NA,"000016.SH"
"258",0,2002-01-29,NA,NA,"000016.SH"
"259",0,2002-01-30,NA,NA,"000016.SH"
"260",0,2002-01-31,NA,NA,"000016.SH"
"261",0,2002-02-01,NA,NA,"000016.SH"
"262",0,2002-02-04,NA,NA,"000016.SH"
"263",0,2002-02-05,NA,NA,"000016.SH"
"264",0,2002-02-06,NA,NA,"000016.SH"
"265",0,2002-02-07,NA,NA,"000016.SH"
"266",0,2002-02-08,NA,NA,"000016.SH"
"267",0,2002-02-25,NA,NA,"000016.SH"
"268",0,2002-02-26,NA,NA,"000016.SH"
"269",0,2002-02-27,NA,NA,"000016.SH"
"270",0,2002-02-28,NA,NA,"000016.SH"
"271",0,2002-03-01,NA,NA,"000016.SH"
"272",0,2002-03-04,NA,NA,"000016.SH"
"273",0,2002-03-05,NA,NA,"000016.SH"
"274",0,2002-03-06,NA,NA,"000016.SH"
"275",0,2002-03-07,NA,NA,"000016.SH"
"276",0,2002-03-08,NA,NA,"000016.SH"
"277",0,2002-03-11,NA,NA,"000016.SH"
"278",0,2002-03-12,NA,NA,"000016.SH"
"279",0,2002-03-13,NA,NA,"000016.SH"
"280",0,2002-03-14,NA,NA,"000016.SH"
"281",0,2002-03-15,NA,NA,"000016.SH"
"282",0,2002-03-18,NA,NA,"000016.SH"
"283",0,2002-03-19,NA,NA,"000016.SH"
"284",0,2002-03-20,NA,NA,"000016.SH"
"285",0,2002-03-21,NA,NA,"000016.SH"
"286",0,2002-03-22,NA,NA,"000016.SH"
"287",0,2002-03-25,NA,NA,"000016.SH"
"288",0,2002-03-26,NA,NA,"000016.SH"
"289",0,2002-03-27,NA,NA,"000016.SH"
"290",0,2002-03-28,NA,NA,"000016.SH"
"291",0,2002-03-29,NA,NA,"000016.SH"
"292",0,2002-04-01,NA,NA,"000016.SH"
"293",0,2002-04-02,NA,NA,"000016.SH"
"294",0,2002-04-03,NA,NA,"000016.SH"
"295",0,2002-04-04,NA,NA,"000016.SH"
"296",0,2002-04-05,NA,NA,"000016.SH"
"297",0,2002-04-08,NA,NA,"000016.SH"
"298",0,2002-04-09,NA,NA,"000016.SH"
"299",0,2002-04-10,NA,NA,"000016.SH"
"300",0,2002-04-11,NA,NA,"000016.SH"
"301",0,2002-04-12,NA,NA,"000016.SH"
"302",0,2002-04-15,NA,NA,"000016.SH"
"303",0,2002-04-16,NA,NA,"000016.SH"
"304",0,2002-04-17,NA,NA,"000016.SH"
"305",0,2002-04-18,NA,NA,"000016.SH"
"306",0,2002-04-19,NA,NA,"000016.SH"
"307",0,2002-04-22,NA,NA,"000016.SH"
"308",0,2002-04-23,NA,NA,"000016.SH"
"309",0,2002-04-24,NA,NA,"000016.SH"
"310",0,2002-04-25,NA,NA,"000016.SH"
"311",0,2002-04-26,NA,NA,"000016.SH"
"312",0,2002-04-29,NA,NA,"000016.SH"
"313",0,2002-04-30,NA,NA,"000016.SH"
"314",0,2002-05-08,NA,NA,"000016.SH"
"315",0,2002-05-09,NA,NA,"000016.SH"
"316",0,2002-05-10,NA,NA,"000016.SH"
"317",0,2002-05-13,NA,NA,"000016.SH"
"318",0,2002-05-14,NA,NA,"000016.SH"
"319",0,2002-05-15,NA,NA,"000016.SH"
"320",0,2002-05-16,NA,NA,"000016.SH"
"321",0,2002-05-17,NA,NA,"000016.SH"
"322",0,2002-05-20,NA,NA,"000016.SH"
"323",0,2002-05-21,NA,NA,"000016.SH"
"324",0,2002-05-22,NA,NA,"000016.SH"
"325",0,2002-05-23,NA,NA,"000016.SH"
"326",0,2002-05-24,NA,NA,"000016.SH"
"327",0,2002-05-27,NA,NA,"000016.SH"
"328",0,2002-05-28,NA,NA,"000016.SH"
"329",0,2002-05-29,NA,NA,"000016.SH"
"330",0,2002-05-30,NA,NA,"000016.SH"
"331",0,2002-05-31,NA,NA,"000016.SH"
"332",0,2002-06-03,NA,NA,"000016.SH"
"333",0,2002-06-04,NA,NA,"000016.SH"
"334",0,2002-06-05,NA,NA,"000016.SH"
"335",0,2002-06-06,NA,NA,"000016.SH"
"336",0,2002-06-07,NA,NA,"000016.SH"
"337",0,2002-06-10,NA,NA,"000016.SH"
"338",0,2002-06-11,NA,NA,"000016.SH"
"339",0,2002-06-12,NA,NA,"000016.SH"
"340",0,2002-06-13,NA,NA,"000016.SH"
"341",0,2002-06-14,NA,NA,"000016.SH"
"342",0,2002-06-17,NA,NA,"000016.SH"
"343",0,2002-06-18,NA,NA,"000016.SH"
"344",0,2002-06-19,NA,NA,"000016.SH"
"345",0,2002-06-20,NA,NA,"000016.SH"
"346",0,2002-06-21,NA,NA,"000016.SH"
"347",0,2002-06-24,NA,NA,"000016.SH"
"348",0,2002-06-25,NA,NA,"000016.SH"
"349",0,2002-06-26,NA,NA,"000016.SH"
"350",0,2002-06-27,NA,NA,"000016.SH"
"351",0,2002-06-28,NA,NA,"000016.SH"
"352",0,2002-07-01,NA,NA,"000016.SH"
"353",0,2002-07-02,NA,NA,"000016.SH"
"354",0,2002-07-03,NA,NA,"000016.SH"
"355",0,2002-07-04,NA,NA,"000016.SH"
"356",0,2002-07-05,NA,NA,"000016.SH"
"357",0,2002-07-08,NA,NA,"000016.SH"
"358",0,2002-07-09,NA,NA,"000016.SH"
"359",0,2002-07-10,NA,NA,"000016.SH"
"360",0,2002-07-11,NA,NA,"000016.SH"
"361",0,2002-07-12,NA,NA,"000016.SH"
"362",0,2002-07-15,NA,NA,"000016.SH"
"363",0,2002-07-16,NA,NA,"000016.SH"
"364",0,2002-07-17,NA,NA,"000016.SH"
"365",0,2002-07-18,NA,NA,"000016.SH"
"366",0,2002-07-19,NA,NA,"000016.SH"
"367",0,2002-07-22,NA,NA,"000016.SH"
"368",0,2002-07-23,NA,NA,"000016.SH"
"369",0,2002-07-24,NA,NA,"000016.SH"
"370",0,2002-07-25,NA,NA,"000016.SH"
"371",0,2002-07-26,NA,NA,"000016.SH"
"372",0,2002-07-29,NA,NA,"000016.SH"
"373",0,2002-07-30,NA,NA,"000016.SH"
"374",0,2002-07-31,NA,NA,"000016.SH"
"375",0,2002-08-01,NA,NA,"000016.SH"
"376",0,2002-08-02,NA,NA,"000016.SH"
"377",0,2002-08-05,NA,NA,"000016.SH"
"378",0,2002-08-06,NA,NA,"000016.SH"
"379",0,2002-08-07,NA,NA,"000016.SH"
"380",0,2002-08-08,NA,NA,"000016.SH"
"381",0,2002-08-09,NA,NA,"000016.SH"
"382",0,2002-08-12,NA,NA,"000016.SH"
"383",0,2002-08-13,NA,NA,"000016.SH"
"384",0,2002-08-14,NA,NA,"000016.SH"
"385",0,2002-08-15,NA,NA,"000016.SH"
"386",0,2002-08-16,NA,NA,"000016.SH"
"387",0,2002-08-19,NA,NA,"000016.SH"
"388",0,2002-08-20,NA,NA,"000016.SH"
"389",0,2002-08-21,NA,NA,"000016.SH"
"390",0,2002-08-22,NA,NA,"000016.SH"
"391",0,2002-08-23,NA,NA,"000016.SH"
"392",0,2002-08-26,NA,NA,"000016.SH"
"393",0,2002-08-27,NA,NA,"000016.SH"
"394",0,2002-08-28,NA,NA,"000016.SH"
"395",0,2002-08-29,NA,NA,"000016.SH"
"396",0,2002-08-30,NA,NA,"000016.SH"
"397",0,2002-09-02,NA,NA,"000016.SH"
"398",0,2002-09-03,NA,NA,"000016.SH"
"399",0,2002-09-04,NA,NA,"000016.SH"
"400",0,2002-09-05,NA,NA,"000016.SH"
"401",0,2002-09-06,NA,NA,"000016.SH"
"402",0,2002-09-09,NA,NA,"000016.SH"
"403",0,2002-09-10,NA,NA,"000016.SH"
"404",0,2002-09-11,NA,NA,"000016.SH"
"405",0,2002-09-12,NA,NA,"000016.SH"
"406",0,2002-09-13,NA,NA,"000016.SH"
"407",0,2002-09-16,NA,NA,"000016.SH"
"408",0,2002-09-17,NA,NA,"000016.SH"
"409",0,2002-09-18,NA,NA,"000016.SH"
"410",0,2002-09-19,NA,NA,"000016.SH"
"411",0,2002-09-20,NA,NA,"000016.SH"
"412",0,2002-09-23,NA,NA,"000016.SH"
"413",0,2002-09-24,NA,NA,"000016.SH"
"414",0,2002-09-25,NA,NA,"000016.SH"
"415",0,2002-09-26,NA,NA,"000016.SH"
"416",0,2002-09-27,NA,NA,"000016.SH"
"417",0,2002-10-08,NA,NA,"000016.SH"
"418",0,2002-10-09,NA,NA,"000016.SH"
"419",0,2002-10-10,NA,NA,"000016.SH"
"420",0,2002-10-11,NA,NA,"000016.SH"
"421",0,2002-10-14,NA,NA,"000016.SH"
"422",0,2002-10-15,NA,NA,"000016.SH"
"423",0,2002-10-16,NA,NA,"000016.SH"
"424",0,2002-10-17,NA,NA,"000016.SH"
"425",0,2002-10-18,NA,NA,"000016.SH"
"426",0,2002-10-21,NA,NA,"000016.SH"
"427",0,2002-10-22,NA,NA,"000016.SH"
"428",0,2002-10-23,NA,NA,"000016.SH"
"429",0,2002-10-24,NA,NA,"000016.SH"
"430",0,2002-10-25,NA,NA,"000016.SH"
"431",0,2002-10-28,NA,NA,"000016.SH"
"432",0,2002-10-29,NA,NA,"000016.SH"
"433",0,2002-10-30,NA,NA,"000016.SH"
"434",0,2002-10-31,NA,NA,"000016.SH"
"435",0,2002-11-01,NA,NA,"000016.SH"
"436",0,2002-11-04,NA,NA,"000016.SH"
"437",0,2002-11-05,NA,NA,"000016.SH"
"438",0,2002-11-06,NA,NA,"000016.SH"
"439",0,2002-11-07,NA,NA,"000016.SH"
"440",0,2002-11-08,NA,NA,"000016.SH"
"441",0,2002-11-11,NA,NA,"000016.SH"
"442",0,2002-11-12,NA,NA,"000016.SH"
"443",0,2002-11-13,NA,NA,"000016.SH"
"444",0,2002-11-14,NA,NA,"000016.SH"
"445",0,2002-11-15,NA,NA,"000016.SH"
"446",0,2002-11-18,NA,NA,"000016.SH"
"447",0,2002-11-19,NA,NA,"000016.SH"
"448",0,2002-11-20,NA,NA,"000016.SH"
"449",0,2002-11-21,NA,NA,"000016.SH"
"450",0,2002-11-22,NA,NA,"000016.SH"
"451",0,2002-11-25,NA,NA,"000016.SH"
"452",0,2002-11-26,NA,NA,"000016.SH"
"453",0,2002-11-27,NA,NA,"000016.SH"
"454",0,2002-11-28,NA,NA,"000016.SH"
"455",0,2002-11-29,NA,NA,"000016.SH"
"456",0,2002-12-02,NA,NA,"000016.SH"
"457",0,2002-12-03,NA,NA,"000016.SH"
"458",0,2002-12-04,NA,NA,"000016.SH"
"459",0,2002-12-05,NA,NA,"000016.SH"
"460",0,2002-12-06,NA,NA,"000016.SH"
"461",0,2002-12-09,NA,NA,"000016.SH"
"462",0,2002-12-10,NA,NA,"000016.SH"
"463",0,2002-12-11,NA,NA,"000016.SH"
"464",0,2002-12-12,NA,NA,"000016.SH"
"465",0,2002-12-13,NA,NA,"000016.SH"
"466",0,2002-12-16,NA,NA,"000016.SH"
"467",0,2002-12-17,NA,NA,"000016.SH"
"468",0,2002-12-18,NA,NA,"000016.SH"
"469",0,2002-12-19,NA,NA,"000016.SH"
"470",0,2002-12-20,NA,NA,"000016.SH"
"471",0,2002-12-23,NA,NA,"000016.SH"
"472",0,2002-12-24,NA,NA,"000016.SH"
"473",0,2002-12-25,NA,NA,"000016.SH"
"474",0,2002-12-26,NA,NA,"000016.SH"
"475",0,2002-12-27,NA,NA,"000016.SH"
"476",0,2002-12-30,NA,NA,"000016.SH"
"477",0,2002-12-31,NA,NA,"000016.SH"
"478",0,2003-01-02,NA,NA,"000016.SH"
"479",0,2003-01-03,NA,NA,"000016.SH"
"480",0,2003-01-06,NA,NA,"000016.SH"
"481",0,2003-01-07,NA,NA,"000016.SH"
"482",0,2003-01-08,NA,NA,"000016.SH"
"483",0,2003-01-09,NA,NA,"000016.SH"
"484",0,2003-01-10,NA,NA,"000016.SH"
"485",0,2003-01-13,NA,NA,"000016.SH"
"486",0,2003-01-14,NA,NA,"000016.SH"
"487",0,2003-01-15,NA,NA,"000016.SH"
"488",0,2003-01-16,NA,NA,"000016.SH"
"489",0,2003-01-17,NA,NA,"000016.SH"
"490",0,2003-01-20,NA,NA,"000016.SH"
"491",0,2003-01-21,NA,NA,"000016.SH"
"492",0,2003-01-22,NA,NA,"000016.SH"
"493",0,2003-01-23,NA,NA,"000016.SH"
"494",0,2003-01-24,NA,NA,"000016.SH"
"495",0,2003-01-27,NA,NA,"000016.SH"
"496",0,2003-01-28,NA,NA,"000016.SH"
"497",0,2003-01-29,NA,NA,"000016.SH"
"498",0,2003-02-10,NA,NA,"000016.SH"
"499",0,2003-02-11,NA,NA,"000016.SH"
"500",0,2003-02-12,NA,NA,"000016.SH"
"501",0,2003-02-13,NA,NA,"000016.SH"
"502",0,2003-02-14,NA,NA,"000016.SH"
"503",0,2003-02-17,NA,NA,"000016.SH"
"504",0,2003-02-18,NA,NA,"000016.SH"
"505",0,2003-02-19,NA,NA,"000016.SH"
"506",0,2003-02-20,NA,NA,"000016.SH"
"507",0,2003-02-21,NA,NA,"000016.SH"
"508",0,2003-02-24,NA,NA,"000016.SH"
"509",0,2003-02-25,NA,NA,"000016.SH"
"510",0,2003-02-26,NA,NA,"000016.SH"
"511",0,2003-02-27,NA,NA,"000016.SH"
"512",0,2003-02-28,NA,NA,"000016.SH"
"513",0,2003-03-03,NA,NA,"000016.SH"
"514",0,2003-03-04,NA,NA,"000016.SH"
"515",0,2003-03-05,NA,NA,"000016.SH"
"516",0,2003-03-06,NA,NA,"000016.SH"
"517",0,2003-03-07,NA,NA,"000016.SH"
"518",0,2003-03-10,NA,NA,"000016.SH"
"519",0,2003-03-11,NA,NA,"000016.SH"
"520",0,2003-03-12,NA,NA,"000016.SH"
"521",0,2003-03-13,NA,NA,"000016.SH"
"522",0,2003-03-14,NA,NA,"000016.SH"
"523",0,2003-03-17,NA,NA,"000016.SH"
"524",0,2003-03-18,NA,NA,"000016.SH"
"525",0,2003-03-19,NA,NA,"000016.SH"
"526",0,2003-03-20,NA,NA,"000016.SH"
"527",0,2003-03-21,NA,NA,"000016.SH"
"528",0,2003-03-24,NA,NA,"000016.SH"
"529",0,2003-03-25,NA,NA,"000016.SH"
"530",0,2003-03-26,NA,NA,"000016.SH"
"531",0,2003-03-27,NA,NA,"000016.SH"
"532",0,2003-03-28,NA,NA,"000016.SH"
"533",0,2003-03-31,NA,NA,"000016.SH"
"534",0,2003-04-01,NA,NA,"000016.SH"
"535",0,2003-04-02,NA,NA,"000016.SH"
